Código Producto,Fecha,Ventas Actuales,Ventas Reales Futuras,Ventas Predichas,Precio Promedio,Frecuencia,Cluster,Error Absoluto ($),Error (%)
T6524,2022-12-01,7.0,40.0,13.01,712.83,3,0,26.99,67.48
401,2022-12-01,1.0,28.0,14.44,42000.0,1,0,13.56,48.44
2788,2022-12-01,1.0,12.0,9.53,2000.0,1,0,2.47,20.55
T134,2022-12-01,2.0,5.0,12.63,250.0,1,0,7.63,152.57
276,2022-12-01,11.0,58.0,41.46,17330.0,5,0,16.54,28.51
409,2022-12-01,5.0,18.0,10.06,56000.0,5,0,7.94,44.12
476,2022-12-01,1.0,8.0,11.48,155000.0,1,0,3.48,43.5
T9379,2022-12-01,9.0,48.0,30.65,1052.58,2,0,17.35,36.14
534,2022-12-01,1.0,10.0,14.5,7500.0,1,0,4.5,44.96
1888,2022-12-01,4.0,6.0,8.46,5650.0,2,0,2.46,40.98
690,2022-12-01,2.0,6.0,15.35,22750.0,2,0,9.35,155.87
1479,2022-12-01,1.0,55.0,34.33,500.0,1,0,20.67,37.59
564,2022-12-01,2.0,8.0,11.97,12000.0,1,0,3.97,49.61
1476,2022-12-01,20.0,12.0,17.31,3441.48,1,0,5.31,44.22
571,2022-12-01,3.0,12.0,26.19,12666.67,3,0,14.19,118.25
278,2022-12-01,6.0,1.0,15.08,4073.33,6,0,14.08,1407.8
681,2022-12-01,11.0,3.0,9.01,10314.29,7,0,6.01,200.3
280,2022-12-01,3.0,22.0,28.1,16293.33,3,0,6.1,27.73
1005,2022-12-01,8.0,45.0,31.11,91316.66,3,0,13.89,30.86
934,2022-12-01,1.0,34.0,15.84,12500.0,1,0,18.16,53.4
468,2022-12-01,4.0,1.0,9.93,20000.0,4,0,8.93,893.18
1196,2022-12-01,4.0,21.0,23.87,8220.0,2,0,2.87,13.65
1415,2022-12-01,2.0,20.0,9.08,147960.0,2,0,10.92,54.61
279,2022-12-01,2.0,20.0,18.0,3000.0,1,0,2.0,9.98
186,2022-12-01,2.0,50.0,29.81,8000.0,1,0,20.19,40.37
935,2022-12-01,42.0,3.0,11.71,5612.12,2,1,8.71,290.35
T9563,2022-12-01,13.0,27.0,27.8,203.67,6,1,0.8,2.97
290,2022-12-01,7.0,10.0,16.09,4665.0,3,0,6.09,60.91
1416,2022-12-01,2.0,7.0,7.98,160000.0,2,0,0.98,14.04
1004,2022-12-01,8.5,32.5,27.96,107625.0,8,0,4.54,13.96
1862,2022-12-01,1.0,12.0,11.21,3000.0,1,0,0.79,6.6
266,2022-12-01,3.0,5.0,9.93,20000.0,3,0,4.93,98.52
493,2022-12-01,5.0,4.0,10.41,30687.5,2,0,6.41,160.36
950,2022-12-01,2.0,34.0,28.21,108000.0,1,0,5.79,17.02
2556,2022-12-01,6.0,11.0,11.52,3000.0,4,0,0.52,4.77
2521,2022-12-01,4.0,7.0,15.31,18000.0,2,0,8.31,118.7
2522,2022-12-01,1.0,15.0,12.09,18000.0,1,0,2.91,19.37
1577,2022-12-01,2.0,30.0,22.68,50000.0,2,0,7.32,24.39
192,2022-12-01,3.0,28.0,25.64,9333.33,3,0,2.36,8.44
T8729,2022-12-01,3.0,30.0,24.0,650.0,2,0,6.0,20.01
2533,2022-12-01,20.0,35.0,24.86,12278.75,8,0,10.14,28.98
T8730,2022-12-01,1.0,15.0,16.01,1200.0,1,0,1.01,6.74
103,2022-12-01,1.0,7.0,11.31,8440.0,1,0,4.31,61.58
T6535,2022-12-01,1.0,44.0,17.15,791.25,1,0,26.85,61.03
1804,2022-12-01,5.0,8.0,9.94,130021.2,4,0,1.94,24.3
1572,2022-12-01,2.0,30.0,13.05,32000.0,1,0,16.95,56.49
556,2022-12-01,4.0,1.0,10.5,13476.67,3,0,9.5,949.91
1024,2022-12-01,4.0,6.0,11.98,80000.0,2,0,5.98,99.61
254,2022-12-01,2.0,5.0,8.63,12750.0,2,0,3.63,72.57
1370,2022-12-01,2.0,4.0,10.07,54500.0,2,0,6.07,151.7
662,2022-12-01,2.0,2.0,13.76,12000.0,2,0,11.76,587.81
916,2022-12-01,6.0,4.0,12.11,10714.5,5,0,8.11,202.65
1374,2022-12-01,12.0,4.0,15.55,13109.06,2,0,11.55,288.73
2542,2022-12-01,2.0,14.0,8.29,117681.48,1,0,5.71,40.77
1219,2022-12-01,12.0,4.0,9.63,15825.0,3,0,5.63,140.83
1023,2022-12-01,4.0,12.0,16.78,98877.5,4,0,4.78,39.87
1571,2022-12-01,6.0,2.0,14.6,71509.19,3,0,12.6,630.1
3050,2022-12-01,2.0,62.0,22.85,28500.0,2,0,39.15,63.15
538,2022-12-01,4.0,3.0,8.3,32462.5,4,0,5.3,176.7
2552,2022-12-01,2.0,9.0,11.93,15800.0,2,0,2.93,32.51
1043,2022-12-01,5.0,18.0,16.02,92983.33,3,0,1.98,11.0
1356,2022-12-01,4.0,9.0,13.09,89957.48,3,0,4.09,45.45
1926,2022-12-01,21.0,1.0,8.48,6000.0,2,0,7.48,747.54
420,2022-12-01,10.0,8.0,10.47,54515.91,3,0,2.47,30.93
5,2022-12-01,2.0,3.0,8.72,97500.0,2,0,5.72,190.7
1163,2022-12-01,17.0,18.0,20.83,403.67,6,1,2.83,15.71
385,2022-12-01,30.0,69.0,50.82,55373.44,8,0,18.18,26.34
908,2022-12-01,2.0,2.0,8.35,40000.0,1,0,6.35,317.41
1048,2022-12-01,6.0,36.0,22.22,57796.82,2,0,13.78,38.29
1231,2022-12-01,14.0,60.0,52.95,10136.36,10,0,7.05,11.76
1351,2022-12-01,2.0,20.0,12.85,10000.0,2,0,7.15,35.77
705,2022-12-01,37.0,50.0,11.94,3060.09,6,1,38.06,76.12
570,2022-12-01,4.0,8.0,20.05,17640.0,3,0,12.05,150.68
1587,2022-12-01,13.0,10.0,17.15,72939.12,3,0,7.15,71.51
1802,2022-12-01,7.0,6.0,11.45,238821.26,3,0,5.45,90.81
T8728,2022-12-01,21.0,12.0,21.15,650.0,6,1,9.15,76.24
T6521,2022-12-01,1.0,44.0,19.34,422.0,1,0,24.66,56.04
575,2022-12-01,1.0,16.0,12.42,6330.0,1,0,3.58,22.35
614,2022-12-01,2.0,2.0,10.15,4500.0,1,0,8.15,407.65
1047,2022-12-01,4.0,19.0,14.18,92033.74,2,0,4.82,25.38
2501,2022-12-01,1.0,64.0,36.24,280000.0,1,0,27.76,43.37
988,2022-12-01,6.0,10.0,12.78,157666.67,3,0,2.78,27.76
498,2022-12-01,3.0,2.0,10.64,18330.0,3,0,8.64,431.89
659,2022-12-01,69.0,37.0,26.53,2588.85,10,1,10.47,28.3
308,2022-12-01,1.0,9.0,11.42,21100.0,1,0,2.42,26.87
T232,2022-12-01,10.0,36.0,30.42,509.17,6,1,5.58,15.51
1581,2022-12-01,2.0,2.0,9.71,21250.0,1,0,7.71,385.45
704,2022-12-01,49.0,25.0,28.91,2458.82,12,1,3.91,15.63
191,2022-12-01,4.0,2.0,8.72,6250.0,2,0,6.72,336.11
1268,2022-12-01,4.0,24.0,12.12,5750.0,1,0,11.88,49.48
1380,2022-12-01,10.0,28.0,10.72,130763.69,3,0,17.28,61.7
1019,2022-12-01,8.0,19.0,12.8,90248.09,2,0,6.2,32.62
701,2022-12-01,4.0,11.0,12.54,4009.0,2,0,1.54,14.01
302,2022-12-01,1.0,4.0,13.58,30000.0,1,0,9.58,239.52
1559,2022-12-01,5.0,4.0,11.68,88000.0,2,0,7.68,192.01
557,2022-12-01,2.0,19.0,9.77,6600.0,1,0,9.23,48.57
1387,2022-12-01,6.0,20.0,15.47,118412.58,4,0,4.53,22.67
1908,2022-12-01,6.0,40.0,17.17,14513.33,3,0,22.83,57.08
1018,2022-12-01,2.0,45.0,20.21,146135.9,2,0,24.79,55.1
574,2022-12-01,5.0,43.0,25.24,6768.13,4,0,17.76,41.3
699,2022-12-01,2.0,9.0,11.98,4000.0,2,0,2.98,33.11
1020,2022-12-01,7.0,13.5,22.26,107615.03,5,0,8.76,64.85
301,2022-12-01,3.0,1.0,9.23,40000.0,3,0,8.23,822.69
495,2022-12-01,5.0,10.0,11.88,37407.0,5,0,1.88,18.84
T21,2022-12-01,3.0,31.0,27.09,50.0,1,1,3.91,12.62
181,2022-12-01,54.0,39.0,22.21,8710.0,5,1,16.79,43.06
1549,2022-12-01,2.0,8.0,11.04,38000.0,2,0,3.04,38.02
451,2022-12-01,1.0,45.0,20.21,32000.0,1,0,24.79,55.09
454,2022-12-01,2.0,19.0,12.16,24000.0,1,0,6.84,36.0
2637,2022-12-01,1.0,1.0,8.13,16000.0,1,0,7.13,712.92
417,2022-12-01,7.0,4.0,10.75,37503.0,5,0,6.75,168.7
1021,2022-12-01,1.0,23.0,21.68,90650.0,1,0,1.32,5.73
1534,2022-12-01,5.0,11.0,20.22,1700.0,2,0,9.22,83.84
1377,2022-12-01,2.0,8.0,8.31,114000.0,2,0,0.31,3.89
1902,2022-12-01,2.0,2.0,9.98,21000.0,1,0,7.98,398.82
264,2022-12-01,1.0,2.0,9.93,65000.0,1,0,7.93,396.38
3044,2022-12-01,3.0,41.0,18.38,36406.74,2,0,22.62,55.16
T8731,2022-12-01,2.0,2.0,9.76,1055.0,2,0,7.76,387.83
452,2022-12-01,4.0,11.0,8.92,38223.99,1,0,2.08,18.87
948,2022-12-01,2.0,12.0,14.82,188317.5,1,0,2.82,23.52
395,2022-12-01,5.0,2.0,7.84,47977.23,1,0,5.84,292.07
1169,2022-12-01,2.0,22.0,20.95,25000.0,2,0,1.05,4.76
262,2022-12-01,2.0,3.0,6.78,45000.0,2,0,3.78,125.99
1794,2022-11-01,1.0,1.0,10.79,23000.0,1,0,9.79,978.57
1800,2022-11-01,8.0,28.0,21.47,33760.0,4,0,6.53,23.33
420,2022-11-01,1.0,10.0,10.5,57000.0,1,0,0.5,5.01
624,2022-11-01,19.0,5.0,18.64,700.0,11,1,13.64,272.76
1796,2022-11-01,7.0,3.0,8.46,131235.78,3,0,5.46,181.88
959,2022-11-01,41.0,16.0,20.47,131803.11,13,0,4.47,27.91
1803,2022-11-01,2.0,10.0,6.97,232500.0,2,0,3.03,30.32
181,2022-11-01,18.0,54.0,22.2,10750.0,18,0,31.8,58.9
1749,2022-11-01,14.0,4.0,9.45,1027.5,6,1,5.45,136.15
183,2022-11-01,1.0,2.0,9.03,2000.0,1,0,7.03,351.4
1800,2022-11-01,28.0,1.0,17.28,31538.1,21,0,16.28,1627.89
1819,2022-11-01,5.0,39.0,18.02,36295.0,1,0,20.98,53.79
1802,2022-11-01,20.0,41.0,18.3,199809.36,13,0,22.7,55.36
1737,2022-11-01,12.0,15.0,9.96,119416.67,12,0,5.04,33.57
424,2022-11-01,16.0,9.0,10.36,53222.22,9,0,1.36,15.15
1802,2022-11-01,41.0,7.0,15.69,215278.43,30,0,8.69,124.14
407,2022-11-01,31.0,9.0,7.56,51518.27,4,0,1.44,15.96
4203,2022-11-01,108.0,29.0,23.92,4508.0,25,1,5.08,17.51
1747,2022-11-01,6.0,1.0,7.42,112948.5,1,0,6.42,642.47
424,2022-11-01,9.0,16.0,10.44,49301.79,7,0,5.56,34.75
959,2022-11-01,16.0,4.0,15.78,137785.71,14,0,11.78,294.6
1795,2022-11-01,2.0,1.0,8.22,44310.0,1,0,7.22,722.47
4204,2022-11-01,109.0,5.0,19.42,2800.0,30,1,14.42,288.45
1819,2022-11-01,39.0,8.0,7.83,52573.21,11,0,0.17,2.17
956,2022-11-01,102.0,50.5,50.86,176314.26,71,0,0.36,0.71
1737,2022-11-01,4.0,12.0,12.94,105500.0,2,0,0.94,7.82
408,2022-11-01,2.0,10.0,10.02,42000.0,1,0,0.02,0.24
417,2022-11-01,2.0,1.0,9.99,36500.0,2,0,8.99,899.49
181,2022-11-01,6.0,18.0,11.8,10275.0,6,0,6.2,34.42
425,2022-11-01,61.0,37.0,34.7,27026.2,23,0,2.3,6.21
4205,2022-11-01,2.0,74.0,50.35,3800.0,1,0,23.65,31.96
416,2022-11-01,19.0,8.0,8.5,59960.0,10,0,0.5,6.28
421,2022-11-01,32.0,4.0,9.04,47991.3,5,0,5.04,125.97
958,2022-11-01,49.0,11.0,19.5,148801.08,22,0,8.5,77.27
1824,2022-11-01,1.0,2.0,7.27,232100.0,1,0,5.27,263.67
1782,2022-11-01,14.0,4.0,11.14,6100.0,9,0,7.14,178.57
1843,2022-11-01,12.0,11.0,8.77,73513.78,1,0,2.23,20.26
1786,2022-11-01,22.0,4.0,10.05,11340.65,2,0,6.05,151.17
950,2022-11-01,13.0,2.0,7.98,130571.43,7,0,5.98,298.94
184,2022-11-01,2.0,5.0,9.07,4000.0,2,0,4.07,81.4
425,2022-11-01,71.0,61.0,47.11,24839.9,20,0,13.89,22.77
1777,2022-11-01,2.0,10.0,10.43,30000.0,2,0,0.43,4.26
1797,2022-11-01,3.0,5.0,9.56,67100.0,3,0,4.56,91.24
1797,2022-11-01,4.0,3.0,11.02,58709.64,3,0,8.02,267.39
1784,2022-11-01,11.0,4.0,10.58,46282.14,7,0,6.58,164.46
958,2022-11-01,6.0,49.0,39.77,127389.91,4,0,9.23,18.85
626,2022-11-01,5.0,29.0,14.46,616.5,2,0,14.54,50.13
1837,2022-11-01,13.0,2.0,9.94,26931.04,2,0,7.94,397.18
1784,2022-11-01,4.0,1.0,10.05,47500.0,2,0,9.05,905.47
950,2022-11-01,10.0,13.0,17.25,87774.75,2,0,4.25,32.67
1824,2022-11-01,11.0,1.0,8.37,125939.32,3,0,7.37,737.08
1777,2022-11-01,2.0,2.0,7.92,29000.0,1,0,5.92,295.85
1860,2022-11-01,5.0,2.0,11.16,7673.77,1,0,9.16,458.08
624,2022-11-01,22.0,19.0,27.92,711.55,9,1,8.92,46.93
1803,2022-11-01,10.0,3.0,7.08,238103.15,4,0,4.08,135.85
4205,2022-11-01,74.0,3.0,12.44,3980.0,10,1,9.44,314.79
954,2022-11-01,3.0,7.0,8.2,158000.0,2,0,1.2,17.2
948,2022-11-01,1.5,3.0,9.08,81779.34,1,0,6.08,202.53
417,2022-11-01,1.0,7.0,9.51,42000.0,1,0,2.51,35.82
1804,2022-11-01,13.0,1.0,11.15,120076.59,7,0,10.15,1015.42
182,2022-11-01,3.0,2.0,9.26,6800.0,3,0,7.26,362.86
1766,2022-11-01,3.0,4.0,8.63,44310.0,3,0,4.63,115.7
1796,2022-11-01,3.0,7.0,10.2,98307.33,1,0,3.2,45.74
947,2022-11-01,54.0,13.0,15.43,221673.61,30,0,2.43,18.66
626,2022-11-01,29.0,5.0,12.88,604.55,11,1,7.88,157.64
186,2022-11-01,45.0,2.0,8.75,6300.0,5,1,6.75,337.26
1804,2022-11-01,1.0,5.0,9.4,145000.0,1,0,4.4,87.92
186,2022-11-01,43.0,45.0,22.02,4000.33,3,1,22.98,51.07
409,2022-11-01,3.0,5.0,8.56,65000.0,2,0,3.56,71.18
1798,2022-11-01,11.0,6.0,7.67,117654.54,7,0,1.67,27.92
947,2022-11-01,12.0,54.0,27.49,155880.26,5,0,26.51,49.09
957,2022-11-01,108.5,72.0,58.69,160726.93,56,0,13.31,18.49
948,2022-11-01,3.0,2.0,10.59,211333.33,3,0,8.59,429.28
1649,2022-11-01,2.0,13.0,10.19,6678.75,2,0,2.81,21.62
426,2022-11-01,2.0,27.0,10.58,36000.0,1,0,16.42,60.8
1556,2022-11-01,3.0,20.0,26.87,56512.5,2,0,6.87,34.37
992,2022-11-01,1.5,10.0,8.14,150000.0,3,0,1.86,18.55
993,2022-11-01,3.0,7.0,8.26,98023.67,2,0,1.26,17.98
993,2022-11-01,7.0,2.0,7.26,155000.0,7,0,5.26,263.05
451,2022-11-01,2.0,6.0,10.69,32000.0,2,0,4.69,78.18
451,2022-11-01,6.0,1.0,9.32,34850.0,6,0,8.32,832.13
1559,2022-11-01,4.0,5.0,9.63,93380.0,4,0,4.63,92.59
452,2022-11-01,10.0,4.0,7.11,40325.53,1,0,3.11,77.85
994,2022-11-01,4.0,22.0,9.94,126600.0,2,0,12.06,54.81
994,2022-11-01,22.0,16.0,9.11,134577.02,11,0,6.89,43.08
1556,2022-11-01,20.0,25.0,19.62,60080.0,20,0,5.38,21.5
996,2022-11-01,2.0,5.0,8.98,93000.0,2,0,3.98,79.59
998,2022-11-01,1.0,1.0,7.62,192200.0,1,0,6.62,661.76
1549,2022-11-01,5.0,2.0,9.26,38000.0,3,0,7.26,362.8
610,2022-11-01,1.0,6.0,8.89,4000.0,1,0,2.89,48.13
1537,2022-11-01,2.0,1.0,7.06,530000.0,2,0,6.06,606.07
1534,2022-11-01,302.0,5.0,10.75,1376.98,3,1,5.75,114.95
997,2022-11-01,6.0,8.0,10.04,79125.0,6,0,2.04,25.45
997,2022-11-01,8.0,13.0,10.88,88916.67,6,0,2.12,16.34
1530,2022-11-01,2.0,8.0,7.87,4700.0,2,0,0.13,1.69
1530,2022-11-01,1.0,2.0,8.87,5000.0,1,0,6.87,343.66
1525,2022-11-01,1.0,19.0,9.19,22000.0,1,0,9.81,51.63
605,2022-11-01,34.0,7.0,9.56,3635.0,10,1,2.56,36.61
1571,2022-11-01,11.0,6.0,9.61,95725.0,8,0,3.61,60.19
611,2022-11-01,83.0,23.0,13.38,3488.97,1,1,9.62,41.83
1572,2022-11-01,9.0,33.0,10.49,33760.0,3,0,22.51,68.2
1572,2022-11-01,33.0,2.0,13.78,31277.75,4,0,11.78,589.21
443,2022-11-01,7.0,16.0,11.51,46500.0,5,0,4.49,28.09
1590,2022-11-01,8.0,3.0,9.21,29166.67,6,0,6.21,206.86
159,2022-11-01,122.0,8.0,11.79,3318.18,22,1,3.79,47.35
988,2022-11-01,12.0,4.0,9.4,110770.44,3,0,5.4,134.96
988,2022-11-01,4.0,6.0,7.78,184500.0,2,0,1.78,29.66
1588,2022-11-01,8.0,3.0,11.69,13134.03,1,0,8.69,289.63
444,2022-11-01,1.0,27.0,9.37,55000.0,1,0,17.63,65.31
444,2022-11-01,27.0,4.0,7.11,52462.39,5,0,3.11,77.82
1587,2022-11-01,8.0,13.0,10.46,115250.0,4,0,2.54,19.56
1587,2022-11-01,29.0,8.0,12.77,93705.81,14,0,4.77,59.58
990,2022-11-01,7.0,2.0,8.6,96086.66,1,0,6.6,330.21
1581,2022-11-01,16.0,2.0,10.81,15074.61,2,0,8.81,440.35
990,2022-11-01,2.0,10.0,8.23,150000.0,1,0,1.77,17.68
991,2022-11-01,3.0,3.0,7.6,135000.0,3,0,4.6,153.27
614,2022-11-01,7.0,2.0,14.39,4521.43,7,0,12.39,619.41
1580,2022-11-01,3.0,1.0,6.79,11333.33,3,0,5.79,578.57
1580,2022-11-01,7.0,3.0,6.42,4312.84,1,0,3.42,114.12
1577,2022-11-01,3.0,2.0,13.97,52500.0,1,0,11.97,598.57
1577,2022-11-01,1.0,3.0,12.45,51695.0,1,0,9.45,314.88
611,2022-11-01,23.0,1.0,9.58,8975.0,20,0,8.58,858.22
992,2022-11-01,26.0,1.5,6.8,93126.52,5,0,5.3,353.63
605,2022-11-01,6.0,34.0,9.58,4166.67,3,0,24.42,71.84
152,2022-11-01,16.0,4.0,12.95,2500.0,8,0,8.95,223.63
426,2022-11-01,27.0,7.0,9.28,40136.36,22,0,2.28,32.58
147,2022-11-01,1.0,1.0,7.91,46000.0,1,0,6.91,691.27
T130,2022-11-01,5.0,47.0,35.89,100.0,5,1,11.11,23.65
468,2022-11-01,104.0,4.0,8.4,6216.71,1,1,4.4,109.91
1479,2022-11-01,59.0,1.0,13.61,500.0,22,1,12.61,1261.0
1476,2022-11-01,1.0,20.0,15.39,6000.0,1,0,4.61,23.06
1476,2022-11-01,3.0,1.0,12.56,5802.5,1,0,11.56,1156.19
T131,2022-11-01,12.0,32.0,25.41,51.38,2,1,6.59,20.6
T131,2022-11-01,32.0,4.0,15.49,100.0,10,1,11.49,287.13
1475,2022-11-01,40.0,3.0,12.07,2800.0,2,1,9.07,302.35
469,2022-11-01,50.0,11.0,10.8,11300.72,2,0,0.2,1.86
469,2022-11-01,11.0,3.0,9.62,21000.0,10,0,6.62,220.52
147,2022-11-01,12.0,1.0,7.24,44049.38,4,0,6.24,623.89
152,2022-11-01,1.0,16.0,14.25,4000.0,1,0,1.75,10.96
1463,2022-11-01,10.0,1.0,8.52,68966.67,6,0,7.52,752.28
1463,2022-11-01,5.0,10.0,11.38,27900.0,1,0,1.38,13.75
1458,2022-11-01,11.0,1.0,8.69,17272.73,11,0,7.69,768.74
1458,2022-11-01,4.0,11.0,9.75,21915.0,4,0,1.25,11.36
603,2022-11-01,2.0,3.0,8.71,9000.0,2,0,5.71,190.32
603,2022-11-01,3.0,2.0,8.83,8655.83,3,0,6.83,341.57
1433,2022-11-01,45.0,3.0,6.01,31564.25,1,0,3.01,100.17
T132,2022-11-01,2.0,48.0,34.62,100.0,1,0,13.38,27.88
1432,2022-11-01,2.0,1.0,8.55,112000.0,2,0,7.55,754.52
1432,2022-11-01,21.0,2.0,6.69,96507.7,4,0,4.69,234.54
1485,2022-11-01,47.0,6.0,9.52,13821.81,6,0,3.52,58.71
1485,2022-11-01,6.0,5.0,10.18,16050.0,6,0,5.18,103.61
467,2022-11-01,1.0,5.0,8.78,89675.0,1,0,3.78,75.52
1486,2022-11-01,41.0,13.0,9.39,25558.82,4,0,3.61,27.74
455,2022-11-01,22.0,68.0,48.85,6330.0,9,0,19.15,28.16
1502,2022-11-01,2.0,2.0,8.36,8192.5,2,0,6.36,318.25
150,2022-11-01,16.0,51.0,18.47,4000.0,8,0,32.53,63.78
150,2022-11-01,2.0,16.0,16.99,4000.0,1,0,0.99,6.18
1498,2022-11-01,12.0,4.0,11.44,11985.71,7,0,7.44,185.88
1498,2022-11-01,8.0,12.0,9.51,11500.0,2,0,2.49,20.76
1497,2022-11-01,4.0,5.0,15.19,14981.0,2,0,10.19,203.83
604,2022-11-01,4.0,22.0,9.15,4110.0,4,0,12.85,58.43
BANDASPOOL,2022-11-01,17.0,5.0,20.96,33200.0,8,0,15.96,319.22
BANDASPOOL,2022-11-01,5.0,7.0,14.67,11000.0,5,0,7.67,109.63
1495,2022-11-01,12.0,2.0,9.5,16000.0,3,0,7.5,375.05
1495,2022-11-01,2.0,12.0,14.4,16880.0,1,0,2.4,20.03
457,2022-11-01,39.0,13.0,40.08,59345.02,6,0,27.08,208.31
457,2022-11-01,13.0,27.0,21.78,89957.14,7,0,5.22,19.33
T0040,2022-11-01,4.0,44.0,20.95,422.0,1,0,23.05,52.39
T0040,2022-11-01,44.0,3.0,10.94,400.0,11,1,7.94,264.81
1494,2022-11-01,10.0,1.0,13.0,16833.33,3,0,12.0,1199.75
1494,2022-11-01,6.0,10.0,15.72,18100.5,2,0,5.72,57.22
T105,2022-11-01,1.0,9.0,9.11,1200.0,1,0,0.11,1.2
458,2022-11-01,5.0,1.0,8.3,140000.0,5,0,7.3,730.19
1486,2022-11-01,13.0,5.0,8.98,26992.03,2,0,3.98,79.62
443,2022-11-01,1.0,7.0,18.53,47475.0,1,0,11.53,164.68
1592,2022-11-01,46.0,12.0,15.54,58829.98,13,0,3.54,29.52
1592,2022-11-01,12.0,3.0,14.31,67605.98,3,0,11.31,377.11
967,2022-11-01,24.5,2.0,13.61,171424.69,13,0,11.61,580.69
964,2022-11-01,4.0,16.0,8.96,168000.0,4,0,7.04,43.99
1695,2022-11-01,103.0,14.0,20.05,11200.0,3,1,6.05,43.24
169,2022-11-01,7.0,4.0,7.81,7528.57,7,0,3.81,95.14
169,2022-11-01,3.0,7.0,8.15,6220.0,3,0,1.15,16.48
966,2022-11-01,3.0,1.0,8.38,159262.5,4,0,7.38,738.09
432,2022-11-01,1.0,2.0,9.43,19350.0,1,0,7.43,371.63
432,2022-11-01,2.0,17.0,9.04,20700.0,1,0,7.96,46.83
967,2022-11-01,2.0,24.5,22.39,146644.17,1,0,2.11,8.62
1688,2022-11-01,68.0,38.0,23.84,1113.64,22,1,14.16,37.27
1688,2022-11-01,32.0,68.0,27.45,1012.22,9,1,40.55,59.64
620,2022-11-01,25.0,10.0,12.44,1500.0,16,1,2.44,24.41
984,2022-11-01,8.0,3.0,8.51,46034.15,1,0,5.51,183.68
620,2022-11-01,2.0,25.0,19.0,1438.5,2,0,6.0,24.0
1687,2022-11-01,1.0,7.0,12.26,1400.0,1,0,5.26,75.17
1687,2022-11-01,7.0,1.0,16.03,1323.83,3,0,15.03,1503.4
969,2022-11-01,47.0,10.0,13.2,100144.71,10,0,3.2,32.03
969,2022-11-01,10.0,12.0,11.58,124600.0,5,0,0.42,3.48
1686,2022-11-01,43.0,2.0,8.98,13920.0,5,0,6.98,349.07
1686,2022-11-01,4.0,43.0,12.33,16000.0,2,0,30.67,71.32
1685,2022-11-01,15.0,4.0,6.88,16950.0,2,0,2.88,72.05
1679,2022-11-01,13.0,1.0,13.65,6925.0,8,0,12.65,1265.11
1677,2022-11-01,67.0,2.0,9.11,4547.05,1,1,7.11,355.29
964,2022-11-01,5.0,4.0,7.53,137149.76,3,0,3.53,88.25
1698,2022-11-01,4.0,5.0,7.33,2637.5,2,0,2.33,46.62
1698,2022-11-01,5.0,4.0,7.46,2500.0,5,0,3.46,86.43
622,2022-11-01,10.0,7.0,12.98,1763.42,6,0,5.98,85.38
1732,2022-11-01,139.0,27.0,25.35,1050.0,16,1,1.65,6.11
4264,2022-11-01,80.0,14.0,20.76,7636.98,33,1,6.76,48.27
960,2022-11-01,2.0,7.0,14.58,112500.0,2,0,7.58,108.21
960,2022-11-01,7.0,4.0,10.04,128714.29,7,0,6.04,151.11
623,2022-11-01,66.0,55.0,40.93,1300.0,30,1,14.07,25.58
623,2022-11-01,27.0,66.0,37.35,1306.25,9,1,28.65,43.41
1731,2022-11-01,201.0,9.0,12.44,380.28,2,1,3.44,38.19
1724,2022-11-01,18.0,2.0,17.44,10657.14,7,0,15.44,771.85
1724,2022-11-01,21.0,18.0,22.08,7900.73,2,0,4.08,22.68
1721,2022-11-01,3.0,2.0,7.76,4150.0,3,0,5.76,287.99
1719,2022-11-01,1.0,10.0,8.28,1582.5,1,0,1.72,17.19
961,2022-11-01,1.0,10.0,12.06,102000.0,1,0,2.06,20.65
961,2022-11-01,10.0,3.0,9.21,120000.0,10,0,6.21,206.83
1713,2022-11-01,447.0,2.0,8.03,794.31,17,1,6.03,301.48
430,2022-11-01,5.0,17.0,23.1,36397.5,3,0,6.1,35.88
430,2022-11-01,17.0,6.0,12.14,41571.43,14,0,6.14,102.37
1712,2022-11-01,214.0,33.0,19.95,746.49,11,1,13.05,39.55
622,2022-11-01,7.0,7.0,10.9,2500.0,5,0,3.9,55.69
963,2022-11-01,4.0,10.0,8.22,144328.88,4,0,1.78,17.8
431,2022-11-01,84.0,40.0,25.03,41322.22,63,1,14.97,37.44
1706,2022-11-01,2.0,2.0,6.95,8280.0,1,0,4.95,247.34
434,2022-11-01,10.0,35.0,26.03,27111.11,9,0,8.97,25.64
434,2022-11-01,35.0,12.0,12.9,27000.0,24,0,0.9,7.5
970,2022-11-01,2.0,8.0,10.59,19232.17,1,0,2.59,32.43
1617,2022-11-01,2.0,16.0,8.6,6678.75,2,0,7.4,46.25
1610,2022-11-01,36.0,1.0,7.92,77597.44,1,0,6.92,692.12
977,2022-11-01,3.0,13.0,7.83,42000.0,3,0,5.17,39.77
977,2022-11-01,13.0,4.0,6.88,37989.77,2,0,2.88,71.93
1608,2022-11-01,11.0,1.0,13.81,89863.64,11,0,12.81,1280.6
1608,2022-11-01,16.0,11.0,20.39,78600.61,6,0,9.39,85.36
442,2022-11-01,3.0,10.0,16.64,36925.0,3,0,6.64,66.4
442,2022-11-01,10.0,2.0,11.12,36375.0,8,0,9.12,455.94
1607,2022-11-01,41.0,11.0,22.1,89988.0,25,0,11.1,100.92
1607,2022-11-01,53.0,41.0,36.66,82199.69,14,0,4.34,10.58
